engine_capacity,cylinder,horse_power,top_speed,seats,brand,country,price,year
5.0,8,438,220.0,5,lexus,kuwait,128700.0,2021
3.0,6,333,250.0,5,mercedes-benz,kuwait,123750.0,2021
5.0,8,438,250.0,4,lexus,kuwait,128700.0,2021
5.5,8,585,250.0,5,mercedes-benz,kuwait,126390.0,2021
3.0,6,450,306.0,2,porsche,kuwait,128700.0,2021
5.7,8,362,220.0,8,lexus,kuwait,125400.0,2021
5.0,8,438,220.0,5,lexus,kuwait,128700.0,2021
3.0,6,450,310.0,2,porsche,kuwait,128370.0,2021
2.9,6,462,275.0,5,porsche,kuwait,128700.0,2021
2.9,6,462,278.0,4,porsche,kuwait,132990.0,2021
3.0,6,450,308.0,2,porsche,kuwait,139260.0,2021
4.0,8,520,250.0,5,audi,kuwait,133650.0,2021
3.0,6,550,289.0,2,porsche,kuwait,135300.0,2021
4.0,8,503,314.0,2,aston-martin,kuwait,179916.0,2021
4.0,8,469,304.0,2,mercedes-benz,kuwait,135300.0,2021
2.9,6,440,286.0,5,porsche,kuwait,136290.0,2021
3.8,6,400,280.0,4,porsche,kuwait,132000.0,2021
4.0,8,600,305.0,5,audi,kuwait,51220.0,2021
2.9,6,440,289.0,4,porsche,kuwait,133980.0,2021
4.0,8,560,250.0,5,audi,kuwait,132000.0,2021
3.0,6,450,304.0,2,porsche,kuwait,128700.0,2021
4.0,8,612,250.0,5,mercedes-benz,kuwait,136950.0,2021
4.0,8,476,302.0,2,mercedes-benz,kuwait,139590.0,2021
3.0,6,442,250.0,5,mercedes-benz,kuwait,145200.0,2021
5.2,10,540,323.0,2,audi,kuwait,150480.0,2021
3.8,6,475,315.0,2,porsche,kuwait,146850.0,2021
3.0,6,550,289.0,2,porsche,kuwait,146520.0,2021
4.0,8,605,250.0,5,audi,kuwait,151800.0,2021
4.0,8,469,250.0,5,mercedes-benz,kuwait,148500.0,2021
3.0,6,435,289.0,4,porsche,kuwait,142560.0,2021
5.5,8,585,250.0,2,mercedes-benz,kuwait,153450.0,2021
4.7,8,455,250.0,5,mercedes-benz,kuwait,144540.0,2021
3.8,6,565,315.0,4,nissan,kuwait,134310.0,2021
4.7,8,460,288.0,4,maserati,kuwait,161700.0,2021
3.8,8,530,310.0,5,maserati,kuwait,160710.0,2021
5.0,8,525,225.0,5,land-rover,kuwait,151800.0,2021
4.0,8,605,305.0,5,audi,kuwait,141570.0,2021
4.7,8,455,250.0,5,mercedes-benz,kuwait,148500.0,2021
4.7,8,460,291.0,4,maserati,kuwait,165660.0,2021
6.0,12,530,250.0,4,mercedes-benz,kuwait,183150.0,2021
3.8,6,520,315.0,4,porsche,kuwait,161040.0,2021
6.3,12,500,250.0,5,audi,kuwait,154110.0,2021
4.0,8,514,310.0,2,mercedes-benz,kuwait,155100.0,2021
3.8,6,520,315.0,4,porsche,kuwait,172260.0,2021
4.7,8,455,250.0,4,mercedes-benz,kuwait,166650.0,2021
4.0,8,576,318.0,2,mercedes-benz,kuwait,173250.0,2021
4.4,8,600,250.0,5,bmw,kuwait,145035.0,2021
5.2,10,610,330.0,2,audi,kuwait,171600.0,2021
4.4,8,617,250.0,5,bmw,kuwait,78000.0,2021
3.8,8,530,310.0,5,maserati,kuwait,158070.0,2021
4.0,8,557,316.0,2,mercedes-benz,kuwait,172590.0,2021
4.0,8,469,250.0,4,mercedes-benz,kuwait,156750.0,2021
5.0,8,575,280.0,5,land-rover,kuwait,181500.0,2021
6.0,8,542,318.0,4,bentley,kuwait,250800.0,2021
3.8,6,560,318.0,4,porsche,kuwait,191400.0,2021
3.8,6,560,318.0,4,porsche,kuwait,202620.0,2021
3.5,6,573,307.0,2,acura,kuwait,198000.0,2021
3.8,8,562,328.0,2,mclaren,kuwait,280500.0,2021
4.0,8,601,250.0,4,mercedes-benz,kuwait,206250.0,2021
4.0,8,550,306.0,4,porsche,kuwait,188430.0,2021
6.0,12,630,250.0,4,mercedes-benz,kuwait,214500.0,2021
4.0,8,550,306.0,4,porsche,kuwait,198000.0,2021
4.0,8,612,250.0,5,mercedes-benz,kuwait,191400.0,2021
4.0,8,612,250.0,4,mercedes-benz,kuwait,211860.0,2021
4.8,8,800,289.0,5,porsche,kuwait,128700.0,2021
4.0,8,550,304.0,5,porsche,kuwait,190410.0,2021
4.0,8,542,301.0,4,bentley,kuwait,264000.0,2021
6.0,12,530,250.0,4,mercedes-benz,kuwait,214500.0,2021
6.0,12,600,301.0,5,bentley,kuwait,283800.0,2021
6.0,12,630,250.0,5,mercedes-benz,kuwait,257400.0,2021
4.0,8,542,290.0,5,bentley,kuwait,242550.0,2021
2.9,6,544,285.0,5,bentley,kuwait,286000.0,2021
6.0,12,630,250.0,4,mercedes-benz,kuwait,273900.0,2021
6.0,12,567,314.0,4,bentley,kuwait,330000.0,2021
6.0,12,600,301.0,5,bentley,kuwait,445500.0,2021
4.0,8,680,310.0,4,porsche,kuwait,221430.0,2021
5.9,12,590,330.0,4,aston-martin,kuwait,271590.0,2021
4.0,8,680,310.0,4,porsche,kuwait,231330.0,2021
4.0,8,542,290.0,5,bentley,kuwait,297000.0,2021
6.0,12,626,301.0,5,bentley,kuwait,330000.0,2021
6.0,12,630,250.0,2,mercedes-benz,kuwait,216150.0,2021
6.8,8,505,296.0,5,bentley,kuwait,286000.0,2021
6.5,12,770,350.0,2,lamborghini,kuwait,544500.0,2021
6.8,8,530,305.0,5,bentley,kuwait,286000.0,2021
6.8,12,571,250.0,5,rolls-royce,kuwait,333300.0,2021
6.7,12,563,250.0,4,rolls-royce,kuwait,561000.0,2021
4.0,8,770,328.0,2,mclaren,kuwait,412500.0,2021
6.0,12,630,250.0,4,mercedes-benz,kuwait,275550.0,2021
6.0,12,626,333.0,5,bentley,kuwait,346500.0,2021
3.9,8,610,320.0,4,ferrari,kuwait,320100.0,2021
6.8,12,571,250.0,4,rolls-royce,kuwait,409200.0,2021
6.8,8,505,296.0,5,bentley,kuwait,286000.0,2021
6.5,12,740,350.0,2,lamborghini,kuwait,452100.0,2021
6.3,12,690,335.0,4,ferrari,kuwait,363000.0,2021
6.6,12,624,250.0,4,rolls-royce,kuwait,363000.0,2021
4.0,8,770,328.0,2,mclaren,kuwait,386100.0,2021
1.5,3,177,200.0,5,geely,uae,18975.0,2021
5.3,8,355,175.0,9,chevrolet,uae,54526.5,2021
5.3,8,355,175.0,9,chevrolet,uae,44226.0,2021
1.5,4,112,170.0,5,mg,uae,17234.175000000003,2021
2.7,6,542,173.0,5,ford,uae,69145.65000000001,2021
5.3,8,355,175.0,9,chevrolet,uae,44226.0,2021
1.3,3,160,185.0,5,mg,uae,17234.175000000003,2021
5.3,8,355,175.0,9,chevrolet,uae,44226.0,2021
1.5,4,112,170.0,5,mg,uae,17234.175000000003,2021
3.0,6,362,250.0,5,mercedes-benz,uae,81769.23000000001,2021
2.0,4,313,250.0,5,mercedes-benz,uae,73914.66,2021
5.3,8,355,175.0,8,chevrolet,uae,44226.0,2021
2.3,4,420,173.0,4,ford,uae,52135.65,2021
0.0,4,224,236.0,5,mercedes-benz,uae,79852.23000000001,2021
1.0,3,180,190.0,5,nissan,uae,28157.49,2021
1.0,3,67,156.0,5,hyundai,uae,20625.0,2021
4.0,8,600,305.0,5,audi,uae,51220.0,2021
0.0,4,306,250.0,5,mercedes-benz,uae,79852.23000000001,2021
3.0,6,400,237.0,7,ford,uae,42313.375,2021
1.5,4,110,175.0,5,ford,uae,16573.260000000002,2021
1.5,4,112,172.0,5,ford,uae,13108.230000000001,2021
6.5,12,770,350.0,2,lamborghini,uae,415800.0,2021
1.2,4,84,171.0,5,hyundai,uae,20625.0,2021
1.4,4,140,180.0,4,suzuki,uae,13473.0,2021
3.5,6,280,175.0,8,honda,uae,28179.975,2021
2.4,4,185,205.0,5,kia,uae,20403.9,2021
2.0,4,240,205.0,5,kia,uae,32521.500000000004,2021
3.5,6,290,210.0,7,kia,uae,41798.43,2021
3.5,6,280,175.0,8,honda,uae,28179.975,2021
2.4,4,200,15.6,5,great-wall,uae,16826.5,2021
3.5,6,280,175.0,8,honda,uae,32792.136,2021
4.4,8,617,250.0,5,bmw,uae,78000.0,2021
1.5,4,108,200.0,5,mazda,uae,28600.0,2021
3.8,6,270,200.0,7,kia,uae,33068.625,2021
3.6,6,335,250.0,5,cadillac,uae,100100.0,2021
1.5,4,106,175.0,5,toyota,uae,16138.5,2021
1.3,4,98,165.0,5,toyota,uae,30047.275,2021
3.6,6,335,250.0,5,cadillac,uae,100100.0,2021
1.6,4,190,225.0,5,renault,uae,22130.0,2021
2.0,4,140,183.0,5,renault,uae,20540.0,2021
5.2,10,610,330.0,2,audi,uae,194237.3,2021
2.0,4,252,250.0,4,audi,uae,57421.25,2021
3.0,6,404,250.0,5,cadillac,uae,100100.0,2021
2.0,4,258,250.0,5,bmw,uae,98307.0,2021
1.6,4,190,225.0,5,renault,uae,27295.0,2021
2.0,4,140,183.0,5,renault,uae,18155.0,2021
1.0,3,110,195.0,5,skoda,uae,14157.5,2021
5.2,10,540,323.0,2,audi,uae,169618.1,2021
3.8,6,270,200.0,7,kia,uae,43907.475000000006,2021
2.5,5,400,280.0,5,audi,uae,51220.0,2021
3.5,6,295,195.0,7,infiniti,uae,46109.175,2021
3.0,6,510,250.0,4,bmw,uae,113508.5,2021
1.5,4,107,175.0,5,chery,uae,9689.0,2021
1.8,4,121,170.0,5,toyota,uae,26632.5,2021
3.0,6,400,250.0,4,infiniti,uae,46220.0,2021
3.6,6,335,250.0,4,chevrolet,uae,46200.0,2021
1.5,4,107,175.0,5,chery,uae,10586.75,2021
1.8,4,121,170.0,5,toyota,uae,24397.5,2021
1.6,4,163,188.0,5,peugeot,uae,23516.1875,2021
6.2,8,455,250.0,4,chevrolet,uae,57950.0,2021
3.5,6,295,195.0,7,infiniti,uae,52391.675,2021
3.0,6,400,250.0,4,infiniti,uae,46220.0,2021
3.0,6,510,250.0,5,bmw,uae,78000.0,2021
4.4,8,530,250.0,4,bmw,uae,164835.0,2021
0.0,0,402,180.0,5,mercedes-benz,uae,79852.23000000001,2021
1.4,4,170,229.0,2,abarth,uae,32400.000000000004,2021
1.6,4,139,184.0,5,hyundai,uae,23220.0,2021
1.6,4,197,185.0,7,jetour,uae,20733.375,2021
4.0,8,558,250.0,4,mercedes-benz,uae,79852.23000000001,2021
3.0,8,340,250.0,4,bmw,uae,134541.0,2021
1.6,4,163,201.0,5,opel,uae,25650.0,2021
6.0,12,402,190.0,7,hongqi,uae,36571.5,2021
3.0,6,630,325.0,2,maserati,uae,132960.0,2021
2.3,4,420,173.0,4,ford,uae,49584.15,2021
2.0,4,315,250.0,5,volkswagen,uae,32315.0,2021
2.9,6,544,285.0,5,bentley,uae,286000.0,2021
2.7,6,542,173.0,5,ford,uae,68295.15000000001,2021
3.5,6,311,220.0,5,lexus,uae,113220.72,2021
2.0,4,238,175.0,5,geely,uae,30564.000000000004,2021
2.0,4,224,210.0,5,hongqi,uae,42241.5,2021
2.7,6,542,173.0,5,ford,uae,76516.65000000001,2021
2.7,6,542,173.0,5,ford,uae,73965.15000000001,2021
2.0,4,252,250.0,5,hongqi,uae,36571.5,2021
2.0,4,224,210.0,5,hongqi,uae,36571.5,2021
2.0,4,224,210.0,5,hongqi,uae,39406.5,2021
3.0,6,283,250.0,5,hongqi,uae,36571.5,2021
1.5,4,173,215.0,5,mg,uae,17234.175000000003,2022
1.4,4,150,215.0,5,volkswagen,uae,27859.410000000003,2021
3.0,6,400,225.0,5,land-rover,uae,101381.20000000001,2022
1.2,4,82,170.0,5,suzuki,uae,9963.0,2021
1.5,4,118,185.0,5,mg,uae,13014.0,2022
2.0,4,180,187.0,7,opel,uae,31023.000000000004,2021
2.0,4,180,187.0,7,opel,uae,32130.000000000004,2021
1.5,4,173,215.0,5,mg,uae,15309.000000000002,2022
1.2,3,76,170.0,5,mitsubishi,uae,9963.0,2021
1.4,4,150,215.0,5,volkswagen,uae,23700.600000000002,2021
2.4,4,217,160.0,5,zna,uae,11583.0,2021
1.2,4,82,170.0,5,suzuki,uae,11583.0,2021
2.4,4,217,160.0,5,zna,uae,10773.0,2021
1.2,4,84,161.0,5,kia,uae,11610.0,2021
2.2,5,105,140.0,2,great-wall,uae,12123.0,2021
1.5,4,144,220.0,5,zotye,uae,12123.0,2021
1.5,4,114,180.0,5,chery,uae,10744.650000000001,2021
1.4,4,95,170.0,5,kia,uae,11313.0,2021
1.2,4,83,155.0,5,hyundai,uae,11556.0,2021
1.4,4,98,170.0,5,chevrolet,uae,9965.7,2021
1.6,4,102,180.0,5,renault,uae,10071.0,2021
1.5,4,99,175.0,5,nissan,uae,12271.5,2021
1.6,4,102,180.0,5,renault,uae,12015.0,2021
1.2,3,77,167.0,5,mitsubishi,uae,9963.0,2021
1.6,4,115,185.0,5,chevrolet,uae,44226.0,2021
1.4,4,98,170.0,5,chevrolet,uae,13443.300000000001,2021
1.4,4,91,170.0,5,suzuki,uae,12393.0,2021
1.5,4,114,180.0,5,chery,uae,12555.0,2021
1.8,4,133,177.0,5,geely,uae,13230.0,2021
1.5,4,103,165.0,5,suzuki,uae,12393.0,2021
1.4,4,75,156.0,2,fiat,uae,12622.5,2021
1.5,4,103,170.0,7,suzuki,uae,13203.0,2021
1.6,4,118,180.0,5,jac,uae,12717.0,2021
1.4,4,95,170.0,5,kia,uae,12960.0,2021
1.4,4,100,183.0,5,hyundai,uae,13419.0,2021
1.2,4,82,165.0,5,suzuki,uae,13203.0,2021
1.4,4,91,170.0,5,suzuki,uae,13473.0,2021
2.0,4,150,198.0,5,mitsubishi,uae,24220.0,2021
1.4,4,100,180.0,5,kia,uae,13473.0,2021
1.5,4,103,170.0,7,suzuki,uae,14283.000000000002,2021
1.4,3,100,183.0,5,kia,uae,13473.0,2021
1.2,4,84,161.0,5,kia,uae,13473.0,2021
1.6,4,115,186.0,5,chevrolet,uae,44226.0,2021
1.5,4,102,145.0,4,suzuki,uae,13473.0,2021
1.6,4,123,193.0,5,hyundai,uae,13824.0,2021
2.4,4,128,169.0,3,mitsubishi,uae,14823.000000000002,2021
1.6,4,115,180.0,5,renault,uae,14715.000000000002,2021
2.4,4,147,180.0,5,great-wall,uae,14283.000000000002,2021
1.6,4,115,161.0,5,renault,uae,14013.000000000002,2021
1.5,4,104,165.0,5,suzuki,uae,14013.000000000002,2021
2.2,4,140,180.0,5,mahindra,uae,15363.000000000002,2021
1.5,4,144,220.0,5,zotye,uae,15592.500000000002,2021
2.0,4,135,178.0,5,renault,uae,15363.000000000002,2021
2.0,4,315,15.6,5,great-wall,uae,15633.000000000002,2021
2.0,4,140,209.0,5,renault,uae,15363.000000000002,2021
1.5,4,102,145.0,4,suzuki,uae,15120.000000000002,2021
1.6,4,110,205.0,3,peugeot,uae,15093.000000000002,2021
1.2,4,82,165.0,5,suzuki,uae,15255.000000000002,2021
2.4,4,220,15.6,5,great-wall,uae,15633.000000000002,2021
1.5,4,119,190.0,5,honda,uae,28179.975,2021
1.5,3,120,184.0,5,ford,uae,15853.320000000002,2021
1.6,4,128,190.0,5,kia,uae,16173.000000000002,2021
1.6,4,118,180.0,5,nissan,uae,16173.000000000002,2021
1.5,4,105,175.0,5,toyota,uae,16173.000000000002,2021
1.5,4,169,170.0,5,mg,uae,16414.65,2021
2.0,4,150,198.0,5,mitsubishi,uae,24220.0,2021
2.2,4,138,170.0,4,mahindra,uae,16173.000000000002,2021
1.6,4,115,161.0,5,renault,uae,16470.0,2021
2.4,4,140,160.0,2,maxus,uae,16740.0,2021
2.0,4,150,194.0,5,hyundai,uae,16740.0,2021
1.5,4,148,170.0,5,haval,uae,15437.025,2021
1.6,4,123,193.0,5,hyundai,uae,16159.500000000002,2021
2.4,4,155,175.0,5,geely,uae,16198.650000000001,2021
1.6,4,127,209.0,5,hyundai,uae,16956.0,2021
1.5,4,103,180.0,7,toyota,uae,17145.0,2021
1.5,4,169,180.0,5,mg,uae,16981.65,2021
2.2,4,140,180.0,5,mahindra,uae,16740.0,2021
2.2,4,140,180.0,5,mahindra,uae,16740.0,2021
1.6,4,115,180.0,5,renault,uae,17145.0,2021
1.5,4,119,190.0,5,honda,uae,28179.975,2021
1.4,4,100,182.0,4,fiat,uae,16983.0,2021
1.5,4,149,180.0,5,chevrolet,uae,44226.0,2021
1.6,4,123,183.0,5,kia,uae,17145.0,2021
2.0,4,188,185.0,5,zotye,uae,16981.65,2021
1.5,4,120,170.0,5,ford,uae,16760.52,2021
1.5,4,119,190.0,5,honda,uae,28179.975,2021
2.0,4,135,178.0,5,renault,uae,18063.0,2021
1.5,4,130,187.0,5,peugeot,uae,18873.0,2021
1.998,4,150,198.0,5,mitsubishi,uae,24220.0,2021
2.8,4,350,160.0,5,maxus,uae,18090.0,2021
1.6,4,128,190.0,5,kia,uae,18090.0,2021
1.5,4,144,182.0,5,hyundai,uae,17820.0,2021
2.0,4,140,209.0,5,renault,uae,17550.0,2021
2.0,4,121,165.0,5,chery,uae,17548.65,2021
1.6,4,115,180.0,5,suzuki,uae,17523.0,2021
2.4,4,128,169.0,6,mitsubishi,uae,18063.0,2021
1.8,4,130,185.0,5,geely,uae,17523.0,2021
1.6,4,115,161.0,5,renault,uae,18063.0,2021
1.2,3,110,183.0,5,citroen,uae,18063.0,2021
1.5,4,169,180.0,5,mg,uae,18115.65,2021
2.0,4,220,180.0,5,mg,uae,18427.5,2021
1.5,4,156,180.0,7,jetour,uae,21330.0,2021
1.6,4,123,190.0,5,kia,uae,18225.0,2021
1.5,4,102,180.0,2,toyota,uae,18225.0,2021
1.5,4,169,170.0,5,mg,uae,18682.65,2021
2.0,4,147,190.0,4,hyundai,uae,20625.0,2021
1.5,4,149,180.0,5,chevrolet,uae,44226.0,2021
1.5,4,103,175.0,7,toyota,uae,18495.0,2021
1.6,4,110,188.0,5,skoda,uae,18630.0,2021
1.6,4,115,180.0,5,suzuki,uae,18144.0,2021
2.4,4,155,175.0,5,geely,uae,18630.0,2021
1.4,3,100,182.0,4,fiat,uae,18360.0,2021
1.5,4,120,170.0,5,ford,uae,18534.15,2021
1.6,4,175,205.0,5,hyundai,uae,20625.0,2021
1.2,3,110,187.0,5,opel,uae,18873.0,2021
3.0,4,190,170.0,5,isuzu,uae,19164.600000000002,2021
1.6,4,132,181.0,5,kia,uae,18873.0,2021
1.5,4,130,187.0,7,peugeot,uae,19683.0,2021
2.0,4,150,205.0,5,hyundai,uae,19278.0,2021
2.0,4,147,190.0,4,hyundai,uae,20625.0,2021
1.6,4,115,180.0,5,renault,uae,19035.0,2021
1.6,4,118,180.0,5,nissan,uae,28157.49,2021
1.2,3,110,187.0,5,opel,uae,18873.0,2022
1.5,4,119,190.0,5,honda,uae,28179.975,2021
1.6,4,115,200.0,5,peugeot,uae,20223.0,2008
2.0,4,150,193.0,5,mitsubishi,uae,18873.0,2021
2.0,4,154,208.0,5,subaru,uae,19683.0,2021
1.5,4,147,180.0,5,mitsubishi,uae,24220.0,2022
1.5,4,169,180.0,5,mg,uae,19816.65,2021
1.5,4,103,175.0,7,toyota,uae,19710.0,2021
1.2,3,110,183.0,5,citroen,uae,19413.0,2021
2.0,4,188,185.0,5,zotye,uae,19816.65,2021
2.4,4,155,175.0,5,geely,uae,19440.0,2021
1.6,4,121,190.0,5,toyota,uae,19413.0,2021
1.4,3,100,182.0,4,fiat,uae,19440.0,2021
2.0,4,148,190.0,5,mazda,uae,19710.0,2021
2.0,4,135,178.0,5,renault,uae,19413.0,2021
2.0,4,140,207.0,5,renault,uae,19845.0,2021
1.2,3,110,187.0,5,opel,uae,20223.0,2022
1.5,4,149,180.0,5,chevrolet,uae,44226.0,2021
1.2,3,130,208.0,5,opel,uae,20223.0,2021
1.2,3,130,208.0,5,opel,uae,18873.0,2021
2.5,4,158,160.0,6,nissan,uae,22005.0,2021
2.5,4,170,185.0,5,renault,uae,20270.25,2021
1.6,4,110,188.0,5,skoda,uae,19980.0,2021
1.2,3,110,187.0,5,opel,uae,18873.0,2021
2.0,4,221,190.0,7,maxus,uae,20223.0,2021
1.5,4,152,180.0,5,gac,uae,20223.0,2021
1.6,4,110,183.0,5,skoda,uae,20115.0,2021
1.5,4,169,170.0,5,mg,uae,20100.15,2021
1.4,4,100,182.0,4,fiat,uae,21060.0,2021
1.5,4,120,170.0,5,ford,uae,42313.375,2021
3.0,4,190,170.0,5,isuzu,uae,20790.0,2021
2.0,4,152,210.0,5,kia,uae,20520.0,2021
1.6,4,121,190.0,5,toyota,uae,21303.0,2021
1.4,4,138,190.0,5,hyundai,uae,20925.0,2021
2.0,4,231,210.0,5,mg,uae,20667.15,2021
1.6,4,123,200.0,5,honda,uae,28179.975,2021
1.5,4,147,200.0,5,mitsubishi,uae,21303.0,2021
2.0,4,155,181.0,5,kia,uae,20790.0,2021
2.0,4,168,200.0,5,toyota,uae,21033.0,2021
2.7,4,148,156.0,14,kinglong,uae,21060.0,2021
1.6,4,118,180.0,5,nissan,uae,21465.0,2021
2.0,4,197,170.0,5,haval,uae,21573.0,2021
2.7,4,164,170.0,3,toyota,uae,21384.0,2021
2.5,4,147,170.0,3,nissan,uae,21546.0,2021
2.0,4,153,202.0,5,mazda,uae,21573.0,2021
2.4,4,165,195.0,5,mitsubishi,uae,21465.0,2021
1.6,4,115,190.0,5,peugeot,uae,21573.0,2021
1.4,4,140,190.0,5,fiat,uae,19610.0,2021
1.6,4,194,185.0,7,jetour,uae,24030.0,2021
2.4,4,180,175.0,5,jeep,uae,21573.0,2021
2.0,4,150,191.0,5,mitsubishi,uae,21573.0,2021
1.6,4,110,188.0,5,skoda,uae,21600.0,2021
2.0,4,155,181.0,5,kia,uae,21870.0,2021
3.0,6,215,182.0,5,mitsubishi,uae,21573.0,2021
1.2,3,110,187.0,5,opel,uae,18873.0,2021
2.0,4,153,170.0,5,hyundai,uae,21772.800000000003,2021
2.4,4,140,160.0,9,maxus,uae,21870.0,2021
0.0,4,148,181.0,5,bestune,uae,21735.0,2021
2.0,4,150,194.0,5,hyundai,uae,20625.0,2021
1.5,4,165,220.0,5,chevrolet,uae,44226.0,2021
2.0,4,220,180.0,5,mg,uae,22084.65,2021
1.5,4,166,192.0,5,bestune,uae,21735.0,2021
2.4,5,175,182.0,3,hyundai,uae,21772.800000000003,2021
2.0,4,115,193.0,5,volkswagen,uae,32315.0,2021
2.4,4,184,185.0,5,kia,uae,22140.0,2021
1.5,3,180,200.0,5,ford,uae,22145.4,2021
1.6,4,110,183.0,5,skoda,uae,22410.0,2021
1.2,3,110,183.0,5,citroen,uae,22113.0,2021
2.5,4,147,170.0,3,nissan,uae,22396.5,2021
2.4,4,155,170.0,5,geely,uae,22140.0,2021
2.4,5,175,182.0,6,hyundai,uae,22339.800000000003,2021
2.5,4,173,210.0,5,subaru,uae,27420.0,2021
2.5,4,147,170.0,3,nissan,uae,22254.75,2021
2.4,4,128,167.0,5,mitsubishi,uae,22383.0,2021
1.6,4,132,181.0,5,kia,uae,22410.0,2021
1.6,4,110,188.0,5,skoda,uae,22410.0,2021
1.5,4,170,190.0,5,chevrolet,uae,22410.0,2021
2.5,4,147,170.0,3,nissan,uae,23105.25,2021
1.5,4,152,180.0,5,gac,uae,22653.0,2021
1.6,4,110,183.0,5,skoda,uae,22815.0,2021
1.4,4,147,180.0,5,borgward,uae,22680.0,2021
2.5,4,136,160.0,3,maxus,uae,22680.0,2021
2.5,4,169,170.0,5,nissan,uae,22923.0,2021
2.0,4,225,185.0,7,maxus,uae,22923.0,2021
2.5,6,168,160.0,5,nissan,uae,24975.0,2021
1.4,4,145,210.0,5,opel,uae,24273.0,2021
2.5,4,169,170.0,7,nissan,uae,23085.0,2021
1.6,4,132,170.0,5,hyundai,uae,23020.2,2021
1.4,4,140,190.0,5,fiat,uae,22950.0,2021
2.0,4,150,194.0,5,subaru,uae,22677.300000000003,2021
1.8,4,121,190.0,5,toyota,uae,22653.0,2021
2.5,4,136,160.0,15,maxus,uae,24030.0,2021
2.4,4,167,198.0,7,mitsubishi,uae,23355.0,2021
1.5,4,170,190.0,5,chevrolet,uae,44226.0,2021
2.5,6,168,155.0,6,nissan,uae,26055.0,2021
2.5,4,170,200.0,5,volkswagen,uae,32315.0,2021
1.5,4,147,200.0,5,mitsubishi,uae,24003.0,2021
1.4,4,147,180.0,5,borgward,uae,24097.5,2021
2.0,4,153,170.0,5,hyundai,uae,23473.800000000003,2021
2.5,4,147,170.0,6,nissan,uae,23388.75,2021
1.5,4,166,192.0,5,bestune,uae,23490.0,2021
2.2,4,140,180.0,5,mahindra,uae,23760.0,2021
2.7,4,164,165.0,6,toyota,uae,23368.5,2021
1.8,4,140,190.0,5,honda,uae,23193.0,2021
1.8,4,121,170.0,5,toyota,uae,23463.0,2021
2.4,4,184,175.0,5,jeep,uae,24273.0,2021
2.0,4,150,191.0,5,mitsubishi,uae,24273.0,2021
2.5,4,173,210.0,5,subaru,uae,27420.0,2021
2.5,4,176,200.0,5,toyota,uae,24273.0,2021
2.0,4,120,170.0,5,peugeot,uae,22734.0,2021
1.2,3,130,200.0,5,peugeot,uae,24273.0,2008
1.5,4,165,220.0,5,chevrolet,uae,24445.800000000003,2021
1.4,4,150,220.0,5,skoda,uae,24273.0,2021
2.0,4,198,200.0,4,gac,uae,24570.0,2021
2.0,4,155,192.0,5,mazda,uae,24273.0,2021
2.4,4,180,180.0,5,jeep,uae,24273.0,2021
2.5,4,147,170.0,6,nissan,uae,24806.25,2021
1.8,4,121,170.0,5,toyota,uae,25353.0,2021
2.0,4,231,210.0,5,mg,uae,24919.65,2021
2.5,6,168,155.0,5,nissan,uae,27675.000000000004,2021
2.5,4,188,220.0,5,nissan,uae,25083.0,2021
2.0,4,155,181.0,5,kia,uae,22140.0,2021
1.6,4,175,205.0,5,hyundai,uae,20625.0,2021
1.5,4,166,192.0,5,bestune,uae,24975.0,2021
2.4,5,184,200.0,5,honda,uae,28179.975,2021
1.5,4,170,200.0,5,gmc,uae,25299.0,2021
1.6,4,204,190.0,4,hyundai,uae,20625.0,2021
1.5,4,169,190.0,5,gac,uae,25623.0,2021
2.4,4,167,198.0,7,mitsubishi,uae,25785.0,2021
1.5,4,198,195.0,5,honda,uae,28179.975,2021
2.5,4,170,199.0,5,renault,uae,25893.0,2021
1.6,4,139,172.0,5,kia,uae,25486.65,2021
2.5,4,204,195.0,5,toyota,uae,25785.0,2021
2.4,4,241,182.0,7,hyundai,uae,25458.300000000003,2021
2.4,4,184,185.0,5,kia,uae,22140.0,2021
2.0,4,300,180.0,5,borgward,uae,25515.0,2021
2.0,4,150,194.0,5,subaru,uae,25650.0,2021
1.8,4,121,190.0,5,toyota,uae,25893.0,2021
2.2,4,130,150.0,2,peugeot,uae,25083.0,2021
2.4,5,175,182.0,9,hyundai,uae,25911.9,2021
2.4,4,184,175.0,5,jeep,uae,43173.0,2021
2.5,4,168,196.0,5,subaru,uae,27420.0,2021
2.5,4,170,200.0,5,volkswagen,uae,32315.0,2021
1.6,4,177,201.0,5,kia,uae,22140.0,2021
2.5,4,170,190.0,5,volkswagen,uae,23204.3875,2021
2.4,4,184,175.0,5,jeep,uae,26730.0,2021
3.5,6,290,230.0,5,kia,uae,26163.0,2021
2.5,4,188,220.0,5,nissan,uae,26595.0,2021
2.4,4,175,182.0,12,hyundai,uae,26460.0,2021
2.0,5,250,250.0,5,chevrolet,uae,26114.4,2021
2.5,4,169,170.0,5,nissan,uae,26595.0,2021
3.0,6,177,180.0,7,mitsubishi,uae,26163.0,2021
2.0,4,155,181.0,5,kia,uae,22140.0,2021
2.0,4,155,192.0,5,mazda,uae,26973.0,2021
3.6,6,305,175.0,3,ram,uae,26973.0,2021
2.7,4,164,170.0,8,toyota,uae,26905.5,2021
2.5,6,168,160.0,5,nissan,uae,28485.000000000004,2021
